what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.BreakpointView",1316554663305
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.VariableView",1316554667972
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1316554688706
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaPerspective",1316554695629
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1316554700908
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316554716859
error,log,,,"Internal error logged from JDI Debug: ",1316554725165
error,log,,,"org.eclipse.jdi.TimeoutException: Timeout occurred while waiting for packet 2085. occurred retrieving stack frames.",1316554737249
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316554803136
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316554810033
error,log,,,"Internal error logged from JDI Debug: ",1316554813048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316554817835
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316554820556
error,log,,,"Internal error logged from JDI Debug: ",1316554820960
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316554826447
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316554848619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316554850860
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316554878258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316554879827
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316554882431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316554882648
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555108081
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555123333
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555124696
closed,editor,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1316555129888
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316555141140
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555148150
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316555150293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555169557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555170143
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1316555173882
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1316555191303
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555191491
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1316555198119
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555198400
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1316555202525
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555202624
error,log,,,"org.eclipse.jdi.TimeoutException: Timeout occurred while waiting for packet 2097. occurred retrieving stack frames.",1316555209137
error,log,,,"Internal error logged from JDI Debug: ",1316555210642
error,log,,,"org.eclipse.jdi.TimeoutException: Timeout occurred while waiting for packet 2099. occurred retrieving stack frames.",1316555215011
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555216024
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555222251
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555224933
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1316555252002
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555255738
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555264184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1316555271294
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1316555275975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1316555282902
error,log,,,"Internal error logged from JDI Debug: ",1316555307191
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555312956
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555341845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555376053
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1316555376093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555401395
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316555410439
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555411895
error,log,,,"Internal error logged from JDI Debug: ",1316555416671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555417242
error,log,,,"At least one target failed to drop to frame after successful hot code replace.",1316555419853
error,log,,,"Internal error logged from JDI Debug: ",1316555422863
error,log,,,"Internal error logged from JDI Debug: ",1316555449879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555464010
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1316555471697
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.rerunLast",1316555473782
activated,perspective,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugPerspective",1316555474920
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1316555474939
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1316555483406
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.Terminate",1316555483515
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaPerspective",1316555485868
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1316555485877
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1316555499071
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555499376
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316555514056
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555515147
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316555519533
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.run",1316555524972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555525972
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555527329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555527627
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555529670
executed,command,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.junitShortcut.run",1316555535615
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1316555536235
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555541179
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555542268
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555546987
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1316555607163
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555607263
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316555609627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555611807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555633858
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1316555633985
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1316555633985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555636428
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316555762868
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555765317
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555767394
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555848625
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316555862611
activated,view,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui.RepositoriesView",1316555942007
